id,track_name,artist_name,album_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
6l9HDwqU46DHCuNyvbmFdP,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.582,0.371,0,-8.519,1,0.0525,0.748,9.19e-05,0.122,0.604,200.085,225106
2jyjhRf6DVbMPU5zxagN2h,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.509,0.538,7,-7.335,1,0.0572,0.385,0.0,0.104,0.244,75.089,252867
6vECYJHxYmm3Ydt3fF01pE,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.885,0.581,11,-8.813,1,0.0378,0.427,0.000204,0.0759,0.728,114.016,313684
6V5nMvQwsiyW7rEyZq3gfQ,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.632,0.592,11,-9.735,0,0.162,0.124,0.0,0.53,0.499,89.522,213622
7tmtOEDxPN7CWaQWBsG1DY,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.715,0.715,5,-7.364,1,0.0904,0.0526,0.0,0.0936,0.506,134.923,238747
2glGP8kEfACgJdZ86kWxhN,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.763,0.608,5,-8.1,0,0.035,0.262,2.5e-05,0.12,0.393,121.02,138013
0odHj0qIf86vHBsXB30IkZ,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.628,0.629,6,-4.829,0,0.0485,0.118,0.0,0.102,0.3,157.99,249288
67csrS6po7IyXfwds4azjr,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.346,0.716,0,-10.001,1,0.0735,0.571,0.0,0.189,0.904,184.499,119800
0prNGof3XqfTvNDxHonvdK,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.573,0.739,0,-5.74,1,0.129,0.0285,0.0,0.111,0.451,97.085,230227
0zMzyHAeMvwq5CRstru1Fp,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.586,0.128,7,-9.297,1,0.0496,0.963,0.0,0.0858,0.371,123.498,276067
2zhk0kypGeOPsaaZcjyc14,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.728,0.253,0,-8.427,1,0.0304,0.887,1.11e-05,0.133,0.457,140.923,231333
1Zx5Y46u3v32jRRIWtzQKN,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.268,0.765,9,-4.891,1,0.0419,0.0298,0.0,0.0852,0.262,167.22,225507
3dFJn0eFwXGZipJMpDgFsW,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.566,0.311,7,-11.14,0,0.047,0.66,0.00633,0.182,0.234,75.017,204693
2QgNcjwEn0vGmTommfszQd,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.52,0.329,2,-9.337,0,0.0381,0.725,1.31e-05,0.333,0.171,87.857,229935
2PeQP3wjJ0ogwbUr1X6tU1,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.324,0.355,11,-8.404,1,0.0318,0.83,7.12e-05,0.0805,0.33,170.168,209782
7pq5vONxrAy8T773nhkiW3,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.379,0.267,4,-8.981,1,0.0293,0.605,0.00322,0.152,0.229,135.198,248507
6lanRgr6wXibZr8KgzXxBl,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.421,0.407,10,-7.445,1,0.0267,0.309,0.000961,0.11,0.161,139.028,285120
66ZEsTGwfUCcslLyIDCxzR,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.465,0.153,6,-8.85,1,0.0708,0.874,0.0,0.117,0.262,168.938,357154
0RJmnZ23Usaa07LPUe4mGb,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.561,0.252,7,-9.448,0,0.0345,0.917,0.0,0.106,0.346,144.226,228920
07ceQy7UhpNDA2WhEOJgPp,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.74,0.13,10,-12.591,1,0.0487,0.989,0.000541,0.117,0.491,125.797,129435
3ZdCBj1cbossYy1O40ZmLD,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.764,0.809,10,-4.256,1,0.111,0.125,2.02e-06,0.0678,0.586,105.002,204707
5hwh37sTi84MVhCBMWzhGE,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.477,0.242,8,-9.162,1,0.0529,0.928,0.0,0.0818,0.488,43.509,207973
0HDaKOlVAfUWXdFR2RhBtN,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.441,0.922,6,-6.644,0,0.0655,0.000179,1.97e-06,0.381,0.565,175.411,172160
3jS7bB0oXVOwGFZn3aE5NV,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.665,0.834,4,-7.737,1,0.0576,0.21,0.0,0.452,0.411,105.292,249493
0wvIGFIgbyz4JNwQhZgTv2,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.271,0.551,3,-8.46,1,0.0272,0.0307,0.000581,0.118,0.2,143.899,374333
6gZVQvQZOFpzIy3HblJ20F,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.355,0.791,8,-7.565,1,0.0453,0.00045,0.0,0.0969,0.758,106.392,285200
1C0pmryC2MdXfa7MZ9uIrU,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.702,0.898,9,-6.003,1,0.0373,0.00854,0.000154,0.0917,0.731,112.845,169760
3dnY1Rl8JnjP1ZDFGrDzfh,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.521,0.919,2,-3.146,1,0.0475,0.000173,0.00218,0.301,0.746,131.726,206000
2oxWmwLmnVkBujTbllajwo,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.614,0.617,6,-10.417,0,0.12,0.0325,0.000116,0.289,0.788,170.84,235000
0ttHpMs250dpFkCYAnuhnE,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.615,0.657,7,-6.873,1,0.029,0.000372,0.0204,0.132,0.792,109.95,185093
0N7LKqYxUrg5UFb6Z4OSDF,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.591,0.79,4,-3.597,1,0.0432,0.00224,0.000886,0.292,0.961,104.171,188067
37431qrKdYaPF0idZ7o1Zr,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.582,0.519,4,-5.751,1,0.0293,0.0644,0.000129,0.22,0.318,160.112,329400
6txWz9UapYHVxEd7dDIHXT,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.389,0.476,9,-9.342,1,0.0316,0.619,5.09e-05,0.255,0.566,148.117,217107
5wTMQjEx9LWeFwLjolPCUy,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.398,0.945,6,-7.535,1,0.07,0.0128,0.000234,0.171,0.534,157.763,148507
43NhiKnrtGqztxDqXrcUux,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.514,0.771,0,-5.756,1,0.0364,0.039,0.0,0.262,0.359,136.058,249754
12qZHAeOyTf93YAWvGDTat,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.442,0.893,0,-4.878,1,0.0505,0.00844,0.0,0.529,0.712,148.119,168000
500Tkm3vJmVtdUwdCVxCTb,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.629,0.867,7,-7.307,1,0.0603,0.0865,0.0,0.126,0.876,151.695,279800
27IRo2rYeizhRMDaNVplNM,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.562,0.742,9,-6.355,1,0.0346,0.0369,1.47e-06,0.102,0.793,165.6,289200
2nzlgHTbUDzuRtTFoX3qfJ,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.427,0.337,5,-11.38,1,0.0324,0.0325,0.00215,0.0872,0.0849,114.075,266493
7CqLYoS03lJ3M8lM6ElOzj,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.318,0.721,7,-7.784,1,0.0356,0.00878,0.0,0.965,0.419,93.35,311880
5YScXJKtefsgdskIy60N7A,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.263,0.871,2,-7.496,1,0.131,0.106,0.0,0.363,0.622,206.68,278960
2PrUKG4kAO27esFEtQu9rL,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.684,0.645,0,-5.707,1,0.0272,0.589,0.00432,0.18,0.366,121.995,285000
1HZ3cUZUw5htSFmah1V8Ko,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.54,0.423,6,-8.799,1,0.0283,0.294,0.0884,0.152,0.353,150.135,306040
5DiXcVovI0FcY2s0icWWUu,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.578,0.817,0,-6.542,1,0.0363,0.183,3.06e-06,0.285,0.726,141.621,272293
1tjKIXd7DYNklhVSgBxREi,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.388,0.579,5,-6.983,1,0.0286,0.472,0.00055,0.219,0.381,70.662,295067
5IeKoXLkGy5LSiKPCyUV9J,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.536,0.821,0,-9.681,1,0.0614,0.00783,8.88e-05,0.109,0.684,101.922,158933
1aLNpg2kKvUncflV8xE5AA,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.438,0.428,7,-14.861,1,0.0263,0.0841,4.63e-05,0.138,0.209,94.864,274760
6GQ3WTaNHMFlVmN4burGat,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.74,0.811,9,-4.148,0,0.0768,0.00155,0.000229,0.107,0.622,103.499,216773
5NLUcVnVHfnkt4uUexWdIH,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.715,0.78,2,-6.688,1,0.0327,0.0109,0.0017,0.119,0.838,115.897,246600
75HZ6Wxnw8xbgz6HU9kKCS,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.482,0.807,0,-6.976,1,0.0457,0.0281,0.0,0.177,0.516,187.918,254547
2hdhm6piUJnmKXmEmskXCg,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.545,0.699,0,-8.76,1,0.0338,9.44e-05,5.79e-05,0.12,0.6,119.589,242733
5K7AMlpc4796JRWXb26nCV,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.371,0.609,11,-5.524,1,0.0295,0.386,0.0,0.104,0.426,136.526,266533
4GiVcDqNQI0fc0yYuRGH9m,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.483,0.818,11,-7.666,1,0.0444,0.114,0.0,0.367,0.691,175.668,219467
37EJtTS7jT5WUyXGZzrwnI,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.491,0.942,7,-5.333,1,0.132,0.156,0.0,0.367,0.387,100.446,191507
0hRK7UKSKVS5a18mxYT6pO,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.69,0.803,4,-6.549,1,0.0354,0.032,2.01e-05,0.0676,0.602,95.959,219844
6jc5gHCmrZW1XLcRM3wFlC,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.479,0.588,2,-10.773,1,0.0339,0.00214,0.709,0.319,0.305,177.014,314440
6PNvv1dmDbOWrAYwEcuKBX,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.595,0.804,7,-7.911,0,0.0326,0.0129,1.97e-05,0.299,0.586,89.846,341533
5OQsiBsky2k2kDKy2bX2eT,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.465,0.919,4,-4.025,1,0.0408,1.83e-05,2.07e-05,0.262,0.537,135.997,235293
74KI6d8jEM2zwOAo3luayU,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.48,0.795,4,-6.408,0,0.0421,0.00236,0.0,0.189,0.432,114.674,214107
5b8WcvxD3oLBxV1oJQmhgy,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.301,0.823,1,-4.072,1,0.0433,0.000144,0.000309,0.0833,0.372,152.017,236867
5yVqBhvmi3sBahhaSYpl27,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.494,0.913,4,-6.22,0,0.0477,0.012,0.0,0.0702,0.663,155.88,227227
4o7ZPI2fmEi3piRe0Hrfpy,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.471,0.797,6,-8.407,0,0.0389,0.000179,6.49e-06,0.299,0.497,152.903,236627
0nnwn7LWHCAu09jfuH1xTA,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.395,0.843,8,-4.476,1,0.0374,0.00483,0.0,0.0404,0.481,112.423,212067
0RZuCBV900eNA2FXCQ3uUM,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.527,0.878,11,-5.704,1,0.0424,0.000555,0.0,0.0852,0.757,132.791,238533
5zmaypMaWb21FUGBxbw8hT,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.339,0.625,1,-8.57,1,0.028,0.057,0.000102,0.229,0.334,104.68,249533
6Qyc6fS4DsZjB2mRW9DsQs,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.315,0.715,11,-8.072,0,0.0362,0.00125,7.97e-06,0.0942,0.497,155.925,289533
3LRJbFT9rKoKv4aW7PuBJC,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.381,0.732,10,-7.594,0,0.0536,0.00834,0.0101,0.0854,0.814,142.504,233240
7gXdAqJLCa5aYUeLVxosOz,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.486,0.747,6,-7.248,1,0.0407,0.0203,0.00607,0.0992,0.368,132.29,336000
7cz70nyRXlCJOE85whEkgU,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.361,0.901,4,-4.133,0,0.0443,0.00152,0.000263,0.286,0.482,144.97,217267
1OFKUn2VLafrHj7ybnap0Q,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.49,0.873,6,-5.861,1,0.0355,0.107,5.19e-06,0.118,0.513,103.272,229587
6EAmSw1T4RXN5xDRzQMADb,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.504,0.517,11,-8.284,1,0.0261,0.00132,7.87e-05,0.0999,0.225,81.045,278747
75aAMxzv6OR4icdCR0X5by,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.405,0.983,2,-5.043,1,0.134,0.00129,0.0421,0.322,0.455,146.923,183133
73fzhVcs7n1wZz84eoE2vs,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.651,0.793,4,-7.312,0,0.0338,0.0538,0.01,0.137,0.682,90.573,232533
2fnWvBrHM5Vlys7HwmYt5j,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.411,0.497,9,-6.934,1,0.0342,0.459,0.0,0.304,0.322,125.398,195973
3jt1UsYt6K1P7NrVDGie65,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.515,0.864,2,-5.384,1,0.0478,0.00182,7.32e-05,0.108,0.232,153.966,283160
7c1Dar0pIAW7w5TzaGjt9t,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.402,0.597,2,-9.258,1,0.0327,0.0385,2.09e-06,0.109,0.496,81.806,287000
3LpnzPxkMI6XS4JCbhNeek,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.396,0.817,6,-7.282,1,0.045,0.00228,0.00417,0.372,0.0992,90.264,231133
5vVmnv4EN3X2VBa5Fo3UFM,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.391,0.427,11,-9.271,1,0.0438,0.263,8.62e-06,0.174,0.45,93.192,324500
0sqE6XPi9VAaWl5NxDyMQK,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.32,0.835,1,-5.902,1,0.0572,0.00463,1.06e-06,0.294,0.352,132.105,239547
5mkGfmJGFZpwK9nA5amOhv,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.67,0.558,2,-9.159,1,0.0251,0.238,0.0,0.106,0.63,80.511,173493
5vYA1mW9g2Coh1HUFUSmlb,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.521,0.673,8,-8.685,1,0.0284,0.00573,0.0,0.12,0.543,108.031,225947
66s45uMhk7Y4z0xUgESdm3,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.442,0.793,9,-5.152,1,0.0347,0.0456,0.0,0.328,0.437,80.985,237267
70fe354BpVKEvMY0de78YO,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.504,0.761,10,-5.446,1,0.0437,0.00628,0.0,0.0892,0.884,117.999,231693
2KVwlelhxKUy8LVV6JypH3,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.42,0.672,6,-7.902,1,0.027,0.0067,0.0,0.108,0.476,168.019,238667
1LzNfuep1bnAUR9skqdHCK,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.42,0.33,9,-13.925,1,0.0275,0.245,0.000679,0.0677,0.175,157.143,295600
39tLc4Xp58Lu4KcWHggeE2,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.559,0.725,10,-8.631,0,0.0426,0.000365,0.553,0.112,0.501,90.012,373307
11LmqTE2naFULdEP94AUBa,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.256,0.641,1,-10.283,1,0.0552,0.199,0.0329,0.0853,0.382,203.006,281160
5sWMEcMemPH3Bc8hxeivIi,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.445,0.627,1,-12.185,1,0.0351,0.0881,0.000195,0.0896,0.332,113.151,233173
5ghIJDpPoe3CfHMGu71E6T,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.502,0.912,1,-4.556,1,0.0564,2.55e-05,0.000173,0.106,0.72,116.761,301920
30HCB1FoE77IfGRyNv4eFq,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.436,0.876,10,-4.902,0,0.0647,3.33e-05,0.000104,0.205,0.512,157.044,255080
2YodwKJnbPyNKe8XXSE9V7,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.678,0.656,7,-6.41,1,0.0381,0.00174,0.0,0.0631,0.485,123.207,257053
4P5KoWXOxwuobLmHXLMobV,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.5,0.824,4,-5.846,0,0.0388,0.00016,0.00161,0.0916,0.539,120.125,218920
020gYw7juUaNs2tLYMlfms,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.487,0.852,10,-7.184,1,0.0489,0.0376,4.06e-06,0.0995,0.666,143.258,266733
36bOT34EdRNrNhCWMwNJKu,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.641,0.914,2,-4.798,1,0.05,0.0799,6.54e-05,0.132,0.723,107.996,208400
5PsUB0ISfQxRLhF5DmI5Ks,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.522,0.707,5,-7.113,0,0.0354,0.24,2.04e-05,0.156,0.572,76.05,263000
5qqabIl2vWzo9ApSC317sa,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.378,0.896,2,-4.066,1,0.0407,0.000452,0.0,0.194,0.469,174.302,258773
1wo3UYTeizJHkwYIuLuBPF,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.294,0.825,2,-3.771,1,0.0404,0.465,0.0841,0.354,0.122,150.338,451320
51T1wGHtx6hXW89UCzw1Rc,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.722,0.895,11,-3.684,0,0.118,0.101,1.27e-06,0.0695,0.963,143.383,188667
62nQ8UZVqR2RMvkJHkcO2o,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.285,0.846,2,-6.472,1,0.0438,0.0404,0.0,0.182,0.287,108.808,318227
2B98ljvzqpCVgt5reTHq28,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.445,0.671,2,-7.937,1,0.0387,0.165,1.56e-05,0.0791,0.267,125.712,268587
2wVXSc0IrQVodHESUxVUJA,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.664,0.852,9,-4.996,0,0.029,0.174,0.0,0.1,0.807,125.632,268427
1G391cbiT3v3Cywg8T7DM1,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.595,0.717,0,-4.803,1,0.0295,0.0779,0.00274,0.108,0.547,88.969,215907
3d9DChrdc6BOeFsbrZ3Is0,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.559,0.345,4,-13.496,1,0.0459,0.0576,0.000105,0.141,0.458,84.581,264307
3cfOd4CMv2snFaKAnMdnvK,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.731,0.867,11,-5.881,1,0.032,0.0395,0.0,0.0861,0.776,104.019,200373
4qMzPtAZe0C9KWpWIzvZAP,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.404,0.72,10,-9.18,0,0.0623,5.59e-05,0.836,0.0466,0.475,121.864,258467
1XPta4VLT78HQnVFd1hlsK,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.476,0.855,8,-6.046,1,0.0265,2.53e-05,0.69,0.049,0.408,82.955,202133
7fURZRPkB2S70sYR1naKTK,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.361,0.728,6,-8.519,1,0.0368,0.000291,0.000112,0.0701,0.155,105.768,318000
0cuq829zRNq4AEdmDJA4aw,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.544,0.905,7,-10.732,1,0.0646,0.00165,1.97e-06,0.0532,0.825,103.594,256947
2Z2vOukzwOgqR4dkymRSWd,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.67,0.753,1,-5.058,0,0.0383,0.0208,2.71e-06,0.147,0.555,90.385,183160
5nkYHBWXu7KCgcdwP6jcB1,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.799,0.696,7,-7.513,1,0.0859,0.0128,0.000333,0.331,0.62,95.637,171067
6zeDYmP3ARpURvpK29Q09P,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.745,0.682,1,-4.39,0,0.0287,0.0105,0.0862,0.21,0.938,110.857,242800
2ouURa1AIXp3AvkS52Jry5,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.833,0.679,8,-4.496,1,0.0365,0.0834,0.00258,0.0769,0.975,109.916,219867
3uPfVXcjnpOjyzI3jb3js4,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.835,0.648,1,-8.15,1,0.0488,0.0202,0.225,0.308,0.674,99.701,244640
42et6fnHCw1HIPSrdPprMl,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.64,0.864,7,-6.576,1,0.0314,0.00832,0.0,0.123,0.701,102.026,268360
3354J49VpkbZJho7Ztdzpw,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.599,0.543,0,-9.226,1,0.0302,0.0129,0.00204,0.291,0.624,91.105,272973
3Uvx1TO0Kg5HgGPk58lHXv,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.561,0.593,5,-9.362,1,0.0264,0.00327,0.00144,0.0967,0.574,80.282,253413
4KoNBTm9a55KgLMtEaf3n6,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.433,0.946,10,-5.138,0,0.0398,0.00264,0.0,0.198,0.578,95.169,261520
4ocbH5ZJqajZIpUrqRUoue,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.675,0.553,7,-7.775,1,0.0486,0.0863,7.58e-06,0.118,0.594,90.02,239933
4SKlwyLMGQdzul5S5TvCh5,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.65,0.851,5,-6.519,0,0.0303,0.00117,3.39e-05,0.0937,0.294,96.651,218760
1X0Xqb78bHxwTB0CgOlpR5,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.637,0.759,3,-6.389,0,0.0305,0.0504,0.0,0.0642,0.741,93.898,257067
3Z9PJ6xiEGmcqo2hESEB5n,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.362,0.911,9,-5.966,1,0.049,0.0336,0.0,0.466,0.498,171.112,357267
0z1b34WikhOH9ZxU8QDWcv,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.701,0.539,2,-8.968,1,0.0277,0.000655,0.005,0.0589,0.752,107.531,312627
7GuLQiPvQbfzP0kqcvgIQQ,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.494,0.913,0,-5.289,1,0.0378,0.000165,0.00898,0.247,0.478,99.92,277493
0ttHpMs250dpFkCYAnuhnE,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.615,0.657,7,-6.873,1,0.029,0.000372,0.0204,0.132,0.792,109.95,185093
6LxQrMd70EbFNn5zbPIeNG,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.667,0.774,7,-4.884,1,0.0317,0.0216,0.00026,0.0622,0.531,92.939,218333
1FejelrM94Ik1mlI64Ofpb,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.643,0.464,0,-8.113,1,0.1,0.343,0.000935,0.0873,0.21,100.002,268213
4gCnrdSPvwg38JvfPvjBA3,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.732,0.342,4,-8.99,1,0.0507,0.858,0.002,0.294,0.301,120.05,195800
4oON5A7Fq5gHle5CPJXSaz,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.497,0.531,1,-9.148,0,0.0471,0.584,0.000172,0.11,0.232,89.978,255147
3G9ETaH55bMQx8hwNhAgbU,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.626,0.432,2,-11.948,1,0.0283,0.633,0.00239,0.127,0.361,137.93,360933
